id,file,text,tone,tone_confidence,context,tags,start_ts,end_ts,speaker,language,duration,filename,download_url,game,section,prev_quote,next_quote,page_url,attribution
portal|introduction|glados-00-part1-entry-1-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_00_part1_entry-1.wav,"Hello and, again, welcome to the Aperture Science computer-aided enrichment center.",annoyed,1.0,Portal | Introduction,"GLaDOS,Portal,Introduction",,,GLaDOS,en,,GLaDOS_00_part1_entry-1.wav,https://i1.theportalwiki.net/img/e/e5/GLaDOS_00_part1_entry-1.wav,Portal,Introduction,,We hope your brief detention in the relaxation vault has been a pleasant one.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-incinerator-01-10-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_incinerator_01_10.wav,"I was able - well, forced really - to relive you killing me. Again and again. Forever.",inquisitive,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_incinerator_01_10.wav,https://i1.theportalwiki.net/img/a/a0/GLaDOS_sp_incinerator_01_10.wav,Portal 2,Incinerator/Portal Gun,"Do you know the biggest lesson I learned from what you did? I discovered I have a sort of black-box quick-save feature. In the event of a catastrophic failure, the last two minutes of my life are preserved for analysis.","You know, if you'd done that to somebody else, they might devote their existences to exacting revenge.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-a2-intro1-found05-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_intro1_found05.wav,"You know, if you'd done that to somebody else, they might devote their existences to exacting revenge.",annoyed,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_a2_intro1_found05.wav,https://i1.theportalwiki.net/img/8/86/GLaDOS_sp_a2_intro1_found05.wav,Portal 2,Incinerator/Portal Gun,"I was able - well, forced really - to relive you killing me. Again and again. Forever.","Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-a2-intro1-found06-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_intro1_found06.wav,"Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.",annoyed,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_a2_intro1_found06.wav,https://i1.theportalwiki.net/img/e/ed/GLaDOS_sp_a2_intro1_found06.wav,Portal 2,Incinerator/Portal Gun,"You know, if you'd done that to somebody else, they might devote their existences to exacting revenge.",I'll just move that out of the way for you. This place really is a wreck.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-incinerator-01-13-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_incinerator_01_13.wav,I'll just move that out of the way for you. This place really is a wreck.,annoyed,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_incinerator_01_13.wav,https://i1.theportalwiki.net/img/3/3c/GLaDOS_sp_incinerator_01_13.wav,Portal 2,Incinerator/Portal Gun,"Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.",But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-a2-intro1-found07-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_intro1_found07.wav,But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.,sarcastic,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_a2_intro1_found07.wav,https://i1.theportalwiki.net/img/b/b6/GLaDOS_sp_a2_intro1_found07.wav,Portal 2,Incinerator/Portal Gun,I'll just move that out of the way for you. This place really is a wreck.,"After that...who knows? I might take up a hobby. Reanimating the dead, maybe.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|incinerator-portal-gun|glados-sp-a2-intro1-found08-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_intro1_found08.wav,"After that...who knows? I might take up a hobby. Reanimating the dead, maybe.",sarcastic,1.0,Portal 2 | Incinerator/Portal Gun,"GLaDOS,Portal 2,Incinerator/Portal Gun",,,GLaDOS,en,,GLaDOS_sp_a2_intro1_found08.wav,https://i1.theportalwiki.net/img/0/00/GLaDOS_sp_a2_intro1_found08.wav,Portal 2,Incinerator/Portal Gun,But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-1|glados-sp-laser-redirect-intro-entry01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_redirect_intro_entry01.wav,"Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that.",annoyed,1.0,Portal 2 | GLaDOS Test Chamber 1,"GLaDOS,Portal 2,GLaDOS Test Chamber 1",,,GLaDOS,en,,GLaDOS_sp_laser_redirect_intro_entry01.wav,https://i1.theportalwiki.net/img/d/d3/GLaDOS_sp_laser_redirect_intro_entry01.wav,Portal 2,GLaDOS Test Chamber 1,,"Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-1|glados-sp-laser-redirect-intro-entry02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_redirect_intro_entry02.wav,"Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 1,"GLaDOS,Portal 2,GLaDOS Test Chamber 1",,,GLaDOS,en,,GLaDOS_sp_laser_redirect_intro_entry02.wav,https://i1.theportalwiki.net/img/9/95/GLaDOS_sp_laser_redirect_intro_entry02.wav,Portal 2,GLaDOS Test Chamber 1,"Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that.",Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-1|glados-sp-laser-redirect-intro-entry03-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_redirect_intro_entry03.wav,Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 1,"GLaDOS,Portal 2,GLaDOS Test Chamber 1",,,GLaDOS,en,,GLaDOS_sp_laser_redirect_intro_entry03.wav,https://i1.theportalwiki.net/img/7/72/GLaDOS_sp_laser_redirect_intro_entry03.wav,Portal 2,GLaDOS Test Chamber 1,"Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.","Not bad. I forgot how good you are at this. You should pace yourself, though. We have A LOT of tests to do.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-1|glados-sp-a2-laser-intro-ending02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_laser_intro_ending02.wav,"Not bad. I forgot how good you are at this. You should pace yourself, though. We have A LOT of tests to do.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 1,"GLaDOS,Portal 2,GLaDOS Test Chamber 1",,,GLaDOS,en,,GLaDOS_sp_a2_laser_intro_ending02.wav,https://i1.theportalwiki.net/img/4/4a/GLaDOS_sp_a2_laser_intro_ending02.wav,Portal 2,GLaDOS Test Chamber 1,Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-2|glados-sp-a2-laser-stairs-intro02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_laser_stairs_intro02.wav,"This next test involves discouragement redirection cubes. I'd just finished building them before you had your, well, episode. So now we'll both get to see how they work.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 2,"GLaDOS,Portal 2,GLaDOS Test Chamber 2",,,GLaDOS,en,,GLaDOS_sp_a2_laser_stairs_intro02.wav,https://i1.theportalwiki.net/img/6/6b/GLaDOS_sp_a2_laser_stairs_intro02.wav,Portal 2,GLaDOS Test Chamber 2,,There should be one in the corner.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-2|glados-sp-a2-laser-stairs-intro03-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_laser_stairs_intro03.wav,There should be one in the corner.,sarcastic,1.0,Portal 2 | GLaDOS Test Chamber 2,"GLaDOS,Portal 2,GLaDOS Test Chamber 2",,,GLaDOS,en,,GLaDOS_sp_a2_laser_stairs_intro03.wav,https://i1.theportalwiki.net/img/8/8a/GLaDOS_sp_a2_laser_stairs_intro03.wav,Portal 2,GLaDOS Test Chamber 2,"This next test involves discouragement redirection cubes. I'd just finished building them before you had your, well, episode. So now we'll both get to see how they work.","Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-2|glados-sp-laser-powered-lift-completion02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_powered_lift_completion02.wav,"Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that.",sarcastic,1.0,Portal 2 | GLaDOS Test Chamber 2,"GLaDOS,Portal 2,GLaDOS Test Chamber 2",,,GLaDOS,en,,GLaDOS_sp_laser_powered_lift_completion02.wav,https://i1.theportalwiki.net/img/d/d3/GLaDOS_sp_laser_powered_lift_completion02.wav,Portal 2,GLaDOS Test Chamber 2,There should be one in the corner.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-3|glados-sp-a2-dual-lasers-intro01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_dual_lasers_intro01.wav,"Don't let that 'horrible person' thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.",cheerful,1.0,Portal 2 | GLaDOS Test Chamber 3,"GLaDOS,Portal 2,GLaDOS Test Chamber 3",,,GLaDOS,en,,GLaDOS_sp_a2_dual_lasers_intro01.wav,https://i1.theportalwiki.net/img/a/a5/GLaDOS_sp_a2_dual_lasers_intro01.wav,Portal 2,GLaDOS Test Chamber 3,,Congratulations. Not on the test.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-3|glados-sp-laser-redirect-intro-completion01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_redirect_intro_completion01.wav,Congratulations. Not on the test.,cheerful,1.0,Portal 2 | GLaDOS Test Chamber 3,"GLaDOS,Portal 2,GLaDOS Test Chamber 3",,,GLaDOS,en,,GLaDOS_sp_laser_redirect_intro_completion01.wav,https://i1.theportalwiki.net/img/c/c3/GLaDOS_sp_laser_redirect_intro_completion01.wav,Portal 2,GLaDOS Test Chamber 3,"Don't let that 'horrible person' thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.",Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-3|glados-sp-laser-redirect-intro-completion03-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_redirect_intro_completion03.wav,Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds.,cheerful,1.0,Portal 2 | GLaDOS Test Chamber 3,"GLaDOS,Portal 2,GLaDOS Test Chamber 3",,,GLaDOS,en,,GLaDOS_sp_laser_redirect_intro_completion03.wav,https://i1.theportalwiki.net/img/8/84/GLaDOS_sp_laser_redirect_intro_completion03.wav,Portal 2,GLaDOS Test Chamber 3,Congratulations. Not on the test.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-4|glados-sp-laser-over-goo-entry01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_over_goo_entry01.wav,One moment.,sarcastic,1.0,Portal 2 | GLaDOS Test Chamber 4,"GLaDOS,Portal 2,GLaDOS Test Chamber 4",,,GLaDOS,en,,GLaDOS_sp_laser_over_goo_entry01.wav,https://i1.theportalwiki.net/img/1/1e/GLaDOS_sp_laser_over_goo_entry01.wav,Portal 2,GLaDOS Test Chamber 4,,You're navigating these test chambers faster than I can build them. So feel free to slow down and... do whatever it is you do when you're not destroying this facility.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-4|glados-sp-a2-laser-over-goo-intro01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_laser_over_goo_intro01.wav,You're navigating these test chambers faster than I can build them. So feel free to slow down and... do whatever it is you do when you're not destroying this facility.,sarcastic,1.0,Portal 2 | GLaDOS Test Chamber 4,"GLaDOS,Portal 2,GLaDOS Test Chamber 4",,,GLaDOS,en,,GLaDOS_sp_a2_laser_over_goo_intro01.wav,https://i1.theportalwiki.net/img/a/ae/GLaDOS_sp_a2_laser_over_goo_intro01.wav,Portal 2,GLaDOS Test Chamber 4,One moment.,I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-4|glados-sp-laser-over-goo-completion01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_laser_over_goo_completion01.wav,I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly.,sarcastic,1.0,Portal 2 | GLaDOS Test Chamber 4,"GLaDOS,Portal 2,GLaDOS Test Chamber 4",,,GLaDOS,en,,GLaDOS_sp_laser_over_goo_completion01.wav,https://i1.theportalwiki.net/img/0/08/GLaDOS_sp_laser_over_goo_completion01.wav,Portal 2,GLaDOS Test Chamber 4,You're navigating these test chambers faster than I can build them. So feel free to slow down and... do whatever it is you do when you're not destroying this facility.,Waddle over to the elevator and we'll continue the testing.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-4|glados-testchambermisc12-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_testchambermisc12.wav,Waddle over to the elevator and we'll continue the testing.,deadpan,1.0,Portal 2 | GLaDOS Test Chamber 4,"GLaDOS,Portal 2,GLaDOS Test Chamber 4",,,GLaDOS,en,,GLaDOS_testchambermisc12.wav,https://i1.theportalwiki.net/img/f/f8/GLaDOS_testchambermisc12.wav,Portal 2,GLaDOS Test Chamber 4,I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-5|glados-faith-plate-intro01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_faith_plate_intro01.wav,This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 5,"GLaDOS,Portal 2,GLaDOS Test Chamber 5",,,GLaDOS,en,,GLaDOS_faith_plate_intro01.wav,https://i1.theportalwiki.net/img/5/5c/GLaDOS_faith_plate_intro01.wav,Portal 2,GLaDOS Test Chamber 5,,"Here's an interesting fact: you're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of a room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-5|glados-sp-a2-catapult01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_catapult01.wav,"Here's an interesting fact: you're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of a room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 5,"GLaDOS,Portal 2,GLaDOS Test Chamber 5",,,GLaDOS,en,,GLaDOS_sp_a2_catapult01.wav,https://i1.theportalwiki.net/img/d/dd/GLaDOS_sp_a2_catapult01.wav,Portal 2,GLaDOS Test Chamber 5,This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-catapult-intro-completion01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_catapult_intro_completion01.wav,Let's see what the next test is. Oh. Advanced Aerial Faith Plates.,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_catapult_intro_completion01.wav,https://i1.theportalwiki.net/img/e/ee/GLaDOS_sp_catapult_intro_completion01.wav,Portal 2,GLaDOS Test Chamber 6,,Well. Have fun soaring through the air without a care in the world.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-trust-fling-entry01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_trust_fling_entry01.wav,Well. Have fun soaring through the air without a care in the world.,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_trust_fling_entry01.wav,https://i1.theportalwiki.net/img/d/d3/GLaDOS_sp_trust_fling_entry01.wav,Portal 2,GLaDOS Test Chamber 6,Let's see what the next test is. Oh. Advanced Aerial Faith Plates.,*I* have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-trust-fling-entry02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_trust_fling_entry02.wav,*I* have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself.,contemptuous,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_trust_fling_entry02.wav,https://i1.theportalwiki.net/img/9/9f/GLaDOS_sp_trust_fling_entry02.wav,Portal 2,GLaDOS Test Chamber 6,Well. Have fun soaring through the air without a care in the world.,"Oh, sorry. I'm still cleaning out the test chambers.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-a2-trust-fling01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_trust_fling01.wav,"Oh, sorry. I'm still cleaning out the test chambers.",contemptuous,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_a2_trust_fling01.wav,https://i1.theportalwiki.net/img/e/e7/GLaDOS_sp_a2_trust_fling01.wav,Portal 2,GLaDOS Test Chamber 6,*I* have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself.,"So sometimes there's still trash in them. Standing around. Smelling, and being useless.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-a2-trust-fling02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_trust_fling02.wav,"So sometimes there's still trash in them. Standing around. Smelling, and being useless.",contemptuous,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_a2_trust_fling02.wav,https://i1.theportalwiki.net/img/7/78/GLaDOS_sp_a2_trust_fling02.wav,Portal 2,GLaDOS Test Chamber 6,"Oh, sorry. I'm still cleaning out the test chambers.",Try to avoid the garbage hurtling towards you.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-a2-trust-fling03-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_trust_fling03.wav,Try to avoid the garbage hurtling towards you.,contemptuous,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_a2_trust_fling03.wav,https://i1.theportalwiki.net/img/d/d0/GLaDOS_sp_a2_trust_fling03.wav,Portal 2,GLaDOS Test Chamber 6,"So sometimes there's still trash in them. Standing around. Smelling, and being useless.",You don't have to test with the garbage. It's garbage.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-a2-trust-fling04-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_trust_fling04.wav,You don't have to test with the garbage. It's garbage.,annoyed,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_a2_trust_fling04.wav,https://i1.theportalwiki.net/img/7/7d/GLaDOS_sp_a2_trust_fling04.wav,Portal 2,GLaDOS Test Chamber 6,Try to avoid the garbage hurtling towards you.,Press the button again.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-faithplategarbage06-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_faithplategarbage06.wav,Press the button again.,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_faithplategarbage06.wav,https://i1.theportalwiki.net/img/5/5b/GLaDOS_faithplategarbage06.wav,Portal 2,GLaDOS Test Chamber 6,You don't have to test with the garbage. It's garbage.,"Remember before when I was talking about smelly garbage standing around being useless? That was a metaphor. I was actually talking about you. And I'm sorry. You didn't react at the time, so I was worried it sailed right over your head. Which would have made this apology seem insane. That's why I had to call you garbage a second time just now.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-6|glados-sp-a2-trust-fling06-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_a2_trust_fling06.wav,"Remember before when I was talking about smelly garbage standing around being useless? That was a metaphor. I was actually talking about you. And I'm sorry. You didn't react at the time, so I was worried it sailed right over your head. Which would have made this apology seem insane. That's why I had to call you garbage a second time just now.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 6,"GLaDOS,Portal 2,GLaDOS Test Chamber 6",,,GLaDOS,en,,GLaDOS_sp_a2_trust_fling06.wav,https://i1.theportalwiki.net/img/a/ae/GLaDOS_sp_a2_trust_fling06.wav,Portal 2,GLaDOS Test Chamber 6,Press the button again.,,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-7|glados-sp-paint-jump-wall-jumps01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_paint_jump_wall_jumps01.wav,Did you know that people with guilty consciences are more easily startled by loud noises--[train horn]--,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 7,"GLaDOS,Portal 2,GLaDOS Test Chamber 7",,,GLaDOS,en,,GLaDOS_sp_paint_jump_wall_jumps01.wav,https://i1.theportalwiki.net/img/b/b2/GLaDOS_sp_paint_jump_wall_jumps01.wav,Portal 2,GLaDOS Test Chamber 7,,"I'm sorry, I don't know why that went off. Anyway, just an interesting science fact.",https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-7|glados-sp-paint-jump-wall-jumps02-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_sp_paint_jump_wall_jumps02.wav,"I'm sorry, I don't know why that went off. Anyway, just an interesting science fact.",inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 7,"GLaDOS,Portal 2,GLaDOS Test Chamber 7",,,GLaDOS,en,,GLaDOS_sp_paint_jump_wall_jumps02.wav,https://i1.theportalwiki.net/img/1/1f/GLaDOS_sp_paint_jump_wall_jumps02.wav,Portal 2,GLaDOS Test Chamber 7,Did you know that people with guilty consciences are more easily startled by loud noises--[train horn]--,Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
portal-2|glados-test-chamber-7|glados-fizzlecube01-wav,C:\Users\morga\Downloads\audio_samples\wiki_raw\GLaDOS_fizzlecube01.wav,Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.,inquisitive,1.0,Portal 2 | GLaDOS Test Chamber 7,"GLaDOS,Portal 2,GLaDOS Test Chamber 7",,,GLaDOS,en,,GLaDOS_fizzlecube01.wav,https://i1.theportalwiki.net/img/5/54/GLaDOS_fizzlecube01.wav,Portal 2,GLaDOS Test Chamber 7,"I'm sorry, I don't know why that went off. Anyway, just an interesting science fact.",Go ahead and grab another one.,https://theportalwiki.com/wiki/GLaDOS_voice_lines_%28Portal_2%29,Portal Wiki (CC BY 4.0)
